Feedback_ID,Feedback_Text,Sentiment,Category,Internship_Duration_Months,Department,Overall_Rating,Would_Recommend
INT0667,"In my experience, feedback on my work came promptly and was specific enough to actually act on.",Positive,Communication,2,Data Science,4,No
INT0668,"To be fair, my mentor pushed me to think through problems myself instead of just giving answers.",Positive,Mentorship,6,Web Development,5,Maybe
INT0669,"All things considered, important updates about deadlines sometimes reached me only after they had already passed. Getting a straight answer to a simple question could take days, which slowed everything down.",Negative,Communication,3,Software Development,3,No
INT0670,"In my experience, looking back, I'm glad I chose this internship over the other offers I had. On top of that, I felt comfortable asking silly questions because nobody made me feel judged for it. That's just my honest take.",Positive,Overall Experience,1,Web Development,3,Yes
INT0671,"For the most part, the onboarding sessions covered exactly what I needed to get started without wasting time. That said, it was a fairly average internship, neither a highlight nor a disappointment. Others might have had a different experience though.",Positive,Training,6,Machine Learning,5,Yes
INT0672,"All things considered, I appreciated that my work actually got used by the team instead of sitting in a drawer. On top of that, I liked that the company trusted interns enough to work flexible hours when needed. Just my two cents.",Positive,Tasks,2,Web Development,4,Yes
INT0673,"Overall, mentorship existed on paper but in practice it depended a lot on how busy people were. The mentorship felt fine, not particularly memorable, just standard check-ins. That's just my honest take.",Neutral,Mentorship,6,Finance,3,Yes
INT0674,"For the most part, I felt constantly behind because new tasks kept piling up before I finished the last ones. I was often given more tasks than I could realistically finish within normal hours.",Negative,Workload,2,Software Development,2,Maybe
INT0675,"Looking back, getting to see how decisions are made in real projects taught me more than any lecture.",Positive,Learning,5,Marketing,4,Yes
INT0676,"By the end of the internship, onboarding was okay, some sessions were useful and others felt like they could've been an email. Meanwhile, the workload fluctuated a lot, some weeks were packed and others were almost too quiet.",Neutral,Training,2,Human Resources,3,Maybe
INT0677,"Overall, the workload picked up so much toward the end that I had to work late several nights. Additionally, most of my days were spent on repetitive data entry that didn't require much thought.",Negative,Workload,4,Marketing,2,Maybe
INT0678,"Looking back, I mostly had to figure things out on my own since nobody had time to explain anything.",Negative,Mentorship,1,Business Development,2,No
INT0679,"Looking back, the internship offered very little in terms of skill development, mostly just data entry-type work. Most of what I did was so repetitive that there wasn't much room to actually learn anything new. Meanwhile, deadlines were frequently unrealistic given how much other work was already on my plate. I wanted to share this feedback for future improvement.",Negative,Learning,6,Data Science,2,No
INT0680,"Overall, I felt comfortable asking silly questions because nobody made me feel judged for it.",Positive,Team Environment,1,Data Science,4,Yes
INT0681,"All things considered, the office had a comfortable, low-pressure atmosphere that made it easy to concentrate. That's just my honest take.",Positive,Work Environment,6,Data Science,5,Yes
INT0682,"Looking back, career advice came up occasionally in conversations but wasn't a structured part of the program. There wasn't a dedicated career development component, but I picked up a few useful tips along the way. Meanwhile, I learned a few new things, but a lot of it was stuff I already knew from school. I wanted to share this feedback for future improvement.",Neutral,Career Development,1,Marketing,3,Maybe
INT0683,"Overall, the office had a comfortable, low-pressure atmosphere that made it easy to concentrate.",Positive,Work Environment,6,Data Science,4,Yes
INT0684,"For the most part, I came in hoping to learn a specific tool, but never actually got the chance to use it.",Negative,Learning,1,Machine Learning,2,No
INT0685,"Looking back, our stand-up meetings were short but genuinely useful for staying aligned with the team. The team was upfront about expectations from day one, which made planning my work much easier. Meanwhile, I walked away with a much better understanding of how production systems actually work. I wanted to share this feedback for future improvement.",Positive,Communication,6,Artificial Intelligence,4,Yes
INT0686,"Honestly, the setup was fine, standard desks and standard hours, nothing remarkable either way. That said, everyone's experience can vary.",Neutral,Work Environment,4,Human Resources,3,No
INT0687,"So far, the training materials were well organized and easy to follow even for a beginner. I appreciated that training wasn't rushed, we actually had time to practice before doing real work. On top of that, I got occasional guidance from senior staff, though it wasn't consistent week to week.",Positive,Training,5,Business Development,4,Yes
INT0688,"From my perspective, I learned to use version control properly for the first time, and it's already paying off. The exposure to real datasets taught me more about data cleaning than any course did. That said, the training materials were well organized and easy to follow even for a beginner.",Positive,Learning,6,Marketing,5,Yes
INT0689,"During my time here, tasks were varied enough that I never felt bored during the day. Others might have had a different experience though.",Positive,Tasks,5,Business Development,5,Yes
INT0690,"In my experience, the exposure to real datasets taught me more about data cleaning than any course did.",Positive,Learning,3,Data Science,5,Yes
INT0691,"If I'm being honest, there was noticeable tension between some team members that made meetings uncomfortable. Others might have had a different experience though.",Negative,Team Environment,3,Machine Learning,3,Maybe
INT0692,"In my experience, there was almost no mentorship structure, so I often felt left to guess what was expected. I wanted to share this feedback for future improvement.",Negative,Mentorship,1,Data Science,1,No
INT0693,"So far, it was manageable most of the time, though a couple of deadlines felt a bit tight and the workload fluctuated a lot, some weeks were packed and others were almost too quiet. Hopefully this helps improve the program.",Neutral,Workload,1,Artificial Intelligence,2,No
INT0694,"By the end of the internship, there was noticeable tension between some team members that made meetings uncomfortable. Just my two cents.",Negative,Team Environment,5,Machine Learning,1,No
INT0695,"To be fair, the learning curve was gentle, maybe too gentle for someone who wanted more of a challenge. I learned a few new things, but a lot of it was stuff I already knew from school.",Neutral,Learning,6,Human Resources,3,Yes
INT0696,"From my perspective, I finished the internship feeling like I didn't get much value out of the time I put in. Others might have had a different experience though.",Negative,Overall Experience,4,Business Development,1,No
INT0697,"The office felt disorganized, with unclear seating and outdated equipment for interns and there was a lot of pressure in the air that made the environment feel stressful most days. That's just my honest take.",Negative,Work Environment,3,Data Science,2,Maybe
INT0698,"Some days had engaging projects, others were mostly just formatting spreadsheets. That's just my honest take.",Neutral,Tasks,5,Finance,4,Yes
INT0699,"Overall, I often felt like an outsider since most conversations happened without including interns and I barely got to interact with the wider team beyond my direct supervisor. I wanted to share this feedback for future improvement.",Negative,Team Environment,2,Artificial Intelligence,2,No
INT0700,"The training was standard, nothing outstanding but nothing missing either. That said, everyone's experience can vary.",Neutral,Training,4,Machine Learning,3,No
INT0701,"All things considered, the office felt disorganized, with unclear seating and outdated equipment for interns. That said, I didn't feel like I learned much beyond what I already knew coming in. I wanted to share this feedback for future improvement.",Negative,Work Environment,2,Human Resources,3,Maybe
INT0702,"By the end of the internship, most of my days were spent on repetitive data entry that didn't require much thought. The work I did often felt like busywork rather than anything that mattered to the team. Meanwhile, the onboarding was so rushed that I still had questions about basic tools weeks later.",Negative,Tasks,6,Business Development,2,Yes
INT0703,"From my perspective, there wasn't a dedicated career development component, but I picked up a few useful tips along the way and I got a general sense of the industry, though not much specific career guidance. Others might have had a different experience though.",Neutral,Career Development,1,Artificial Intelligence,3,Maybe
INT0704,"Honestly, everyone on the team was friendly and made me feel included from the very first day. Meanwhile, the setup was fine, standard desks and standard hours, nothing remarkable either way. I wanted to share this feedback for future improvement.",Positive,Team Environment,1,Finance,3,Yes
INT0705,"So far, I felt constantly behind because new tasks kept piling up before I finished the last ones. Others might have had a different experience though.",Negative,Workload,4,Machine Learning,2,Maybe
INT0706,"Overall, I left without much clarity on what skills I should focus on for my career and there was no real effort to help interns think about next steps or career planning. On top of that, the environment was fine, not particularly close-knit but not unfriendly either.",Negative,Career Development,2,Marketing,1,Maybe
INT0707,"To be fair, my manager took the time to explain the reasoning behind decisions rather than just handing out tasks.",Positive,Mentorship,4,Finance,5,Yes
INT0708,"By the end of the internship, the internship offered very little in terms of skill development, mostly just data entry-type work.",Negative,Learning,1,Data Science,2,Maybe
INT0709,"All things considered, the onboarding sessions covered exactly what I needed to get started without wasting time and I appreciated that training wasn't rushed, we actually had time to practice before doing real work. That said, everyone on the team was friendly and made me feel included from the very first day. That's just my honest take.",Positive,Training,1,Marketing,4,Yes
INT0710,"During my time here, the work environment was ordinary, similar to what I expected from an office internship. That said, we had regular meetings, but a lot of the important details still got lost between teams. Just my two cents.",Neutral,Work Environment,6,Data Science,3,Maybe
INT0711,"Honestly, the learning curve was gentle, maybe too gentle for someone who wanted more of a challenge. On top of that, I worked on a reasonable variety of tasks, though none of them felt particularly high-impact. I wanted to share this feedback for future improvement.",Neutral,Learning,1,Software Development,2,Yes
INT0712,"Coworkers were nice enough, though most interactions stayed strictly work related and the team was polite but mostly kept to themselves, so bonding took a while. That said, career advice came up occasionally in conversations but wasn't a structured part of the program. That's just my honest take.",Neutral,Team Environment,3,Web Development,4,Maybe
INT0713,"During my time here, the projects I worked on felt meaningful, not just busywork to fill the days. Additionally, the mentorship felt fine, not particularly memorable, just standard check-ins. That's just my honest take.",Positive,Tasks,4,Web Development,5,Yes
INT0714,"So far, there were learning opportunities here and there, but nothing that felt especially deep.",Neutral,Learning,1,Artificial Intelligence,3,Maybe
INT0715,"If I'm being honest, I expected to pick up new technical skills, but the tasks never really required them. That said, everyone's experience can vary.",Negative,Learning,5,Human Resources,1,Maybe
INT0716,"Honestly, overall this internship exceeded what I expected going in and I'd recommend it to a friend. That said, everyone's experience can vary.",Positive,Overall Experience,1,Artificial Intelligence,5,Maybe
INT0717,The assignments were straightforward and predictable for the most part. Hopefully this helps improve the program.,Neutral,Tasks,5,Human Resources,3,Maybe
INT0718,"If I'm being honest, I was rarely given tasks that felt connected to any bigger project or goal and most of my days were spent on repetitive data entry that didn't require much thought. Meanwhile, I left without much clarity on what skills I should focus on for my career. Others might have had a different experience though.",Negative,Tasks,6,Data Science,3,Maybe
INT0719,"The environment was fine, not particularly close-knit but not unfriendly either and the team was polite but mostly kept to themselves, so bonding took a while. Additionally, the workload fluctuated a lot, some weeks were packed and others were almost too quiet. That said, everyone's experience can vary.",Neutral,Team Environment,6,Software Development,3,Maybe
INT0720,"By the end of the internship, the office felt disorganized, with unclear seating and outdated equipment for interns. Resources like laptops and software licenses took weeks to sort out, which was frustrating. Hopefully this helps improve the program.",Negative,Work Environment,4,Web Development,1,Yes
INT0721,"From my perspective, my overall take is mixed, there were things I liked and things that could be better. Hopefully this helps improve the program.",Neutral,Overall Experience,6,Business Development,3,No
INT0722,"The pace was reasonable and left room for me to ask questions without falling behind. There were busy weeks, but overall the workload felt fair given my experience level. Additionally, some days had engaging projects, others were mostly just formatting spreadsheets.",Positive,Workload,3,Machine Learning,4,Yes
INT0723,"The tasks were fine, a mix of interesting bits and some routine administrative work. Additionally, coworkers were nice enough, though most interactions stayed strictly work related. Hopefully this helps improve the program.",Neutral,Tasks,3,Machine Learning,3,Maybe
INT0724,"In my experience, the onboarding sessions covered exactly what I needed to get started without wasting time. That's just my honest take.",Positive,Training,2,Web Development,5,Yes
INT0725,"By the end of the internship, looking back, I'm glad I chose this internship over the other offers I had. That's just my honest take.",Positive,Overall Experience,6,Business Development,4,Yes
INT0726,"By the end of the internship, the training materials were well organized and easy to follow even for a beginner.",Positive,Training,4,Software Development,5,Yes
INT0727,"From my perspective, I didn't feel like I learned much beyond what I already knew coming in.",Negative,Learning,2,Software Development,2,No
INT0728,"I expected to pick up new technical skills, but the tasks never really required them and I didn't feel like I learned much beyond what I already knew coming in. On top of that, the tasks assigned to me didn't match the job description at all.",Negative,Learning,2,Finance,3,No
INT0729,"I never had to chase people for information, everything was communicated clearly upfront and updates about project changes always reached me quickly, so I rarely felt out of the loop. That said, everyone's experience can vary.",Positive,Communication,4,Artificial Intelligence,4,Yes
INT0730,"Overall, overall this internship exceeded what I expected going in and I'd recommend it to a friend. Hopefully this helps improve the program.",Positive,Overall Experience,6,Human Resources,5,Yes
INT0731,"Looking back, I came in hoping to learn a specific tool, but never actually got the chance to use it. That's just my honest take.",Negative,Learning,3,Finance,1,Maybe
INT0732,"Overall, the workload was manageable, which let me actually focus on doing good work instead of rushing and there were busy weeks, but overall the workload felt fair given my experience level. Hopefully this helps improve the program.",Positive,Workload,5,Marketing,4,Maybe
INT0733,"If I'm being honest, some weeks I got great input from my supervisor, other weeks I barely heard from them. That's just my honest take.",Neutral,Mentorship,2,Marketing,3,Maybe
INT0734,"In my experience, updates about project changes always reached me quickly, so I rarely felt out of the loop.",Positive,Communication,3,Human Resources,3,Yes
INT0735,"Looking back, the training covered the basics adequately, though it felt a bit generic. I wanted to share this feedback for future improvement.",Neutral,Training,5,Human Resources,3,Maybe
INT0736,"To be fair, I expected to pick up new technical skills, but the tasks never really required them. I came in hoping to learn a specific tool, but never actually got the chance to use it. Additionally, I frequently had no idea what was happening with the project until it was almost too late.",Negative,Learning,2,Machine Learning,1,No
INT0737,"To be fair, I got a general sense of the industry, though not much specific career guidance.",Neutral,Career Development,1,Human Resources,4,Yes
INT0738,"All things considered, the team culture was relaxed but still focused, which made coming to work genuinely enjoyable. I wanted to share this feedback for future improvement.",Positive,Team Environment,5,Human Resources,4,Maybe
INT0739,"All things considered, I appreciated that my work actually got used by the team instead of sitting in a drawer. Hopefully this helps improve the program.",Positive,Tasks,5,Software Development,4,Yes
INT0740,"In my experience, the environment was fine, not particularly close-knit but not unfriendly either and the team was polite but mostly kept to themselves, so bonding took a while. Others might have had a different experience though.",Neutral,Team Environment,1,Human Resources,3,No
INT0741,"Honestly, our stand-up meetings were short but genuinely useful for staying aligned with the team. That's just my honest take.",Positive,Communication,4,Machine Learning,5,Yes
INT0742,I often felt like an outsider since most conversations happened without including interns.,Negative,Team Environment,1,Machine Learning,1,Yes
INT0743,"The team was polite but mostly kept to themselves, so bonding took a while. Just my two cents.",Neutral,Team Environment,5,Machine Learning,2,Maybe
INT0744,"Honestly, instructions for tasks were often vague, so I ended up redoing work more than once. That said, I got a general sense of the industry, though not much specific career guidance. Hopefully this helps improve the program.",Negative,Communication,6,Web Development,2,No
INT0745,"Looking back, career advice came up occasionally in conversations but wasn't a structured part of the program and I got a general sense of the industry, though not much specific career guidance. Meanwhile, I learned a few new things, but a lot of it was stuff I already knew from school. Hopefully this helps improve the program.",Neutral,Career Development,4,Marketing,3,No
INT0746,"Throughout the program, there was a lot of pressure in the air that made the environment feel stressful most days and resources like laptops and software licenses took weeks to sort out, which was frustrating.",Negative,Work Environment,1,Business Development,1,No
INT0747,"The assignments were challenging without being overwhelming, which kept me engaged. Meanwhile, career advice came up occasionally in conversations but wasn't a structured part of the program. Just my two cents.",Positive,Tasks,4,Human Resources,5,Yes
INT0748,"Overall, I was often given more tasks than I could realistically finish within normal hours. On top of that, coworkers were nice enough, though most interactions stayed strictly work related.",Negative,Workload,2,Artificial Intelligence,2,Maybe
INT0749,"In my experience, resources like laptops and software licenses took weeks to sort out, which was frustrating. That's just my honest take.",Negative,Work Environment,1,Artificial Intelligence,2,No
INT0750,"By the end of the internship, I mostly had to figure things out on my own since nobody had time to explain anything. Additionally, onboarding was okay, some sessions were useful and others felt like they could've been an email. Hopefully this helps improve the program.",Negative,Mentorship,2,Human Resources,2,No
INT0751,"By the end of the internship, getting to see how decisions are made in real projects taught me more than any lecture. I picked up skills here that I doubt I would have learned this fast in a classroom. Also, overall it was an okay experience, some good parts and some parts I'd change. Just my two cents.",Positive,Learning,1,Web Development,4,Yes
INT0752,"Honestly, instructions for tasks were often vague, so I ended up redoing work more than once. Important updates about deadlines sometimes reached me only after they had already passed.",Negative,Communication,5,Business Development,3,No
INT0753,"For the most part, there was a lot of pressure in the air that made the environment feel stressful most days. That's just my honest take.",Negative,Work Environment,3,Marketing,1,No
INT0754,My coworkers were always willing to jump on a call and help troubleshoot with me.,Positive,Team Environment,5,Finance,3,Yes
INT0755,"The workload was manageable, which let me actually focus on doing good work instead of rushing. I never felt overwhelmed, and when things did get busy, my manager adjusted deadlines accordingly. On top of that, coworkers were nice enough, though most interactions stayed strictly work related. That's just my honest take.",Positive,Workload,3,Data Science,3,Yes
INT0756,"From my perspective, there wasn't a dedicated career development component, but I picked up a few useful tips along the way.",Neutral,Career Development,1,Finance,2,No
INT0757,"Honestly, the environment was fine, not particularly close-knit but not unfriendly either. Just my two cents.",Neutral,Team Environment,3,Business Development,4,No
INT0758,"To be fair, the workshops during the first week gave me a solid foundation for the rest of the internship.",Positive,Training,5,Artificial Intelligence,5,Yes
INT0759,"So far, the office had a comfortable, low-pressure atmosphere that made it easy to concentrate. I wanted to share this feedback for future improvement.",Positive,Work Environment,2,Marketing,5,Yes
INT0760,"From my perspective, there was no real effort to help interns think about next steps or career planning and I left without much clarity on what skills I should focus on for my career.",Negative,Career Development,6,Data Science,3,No
INT0761,"All things considered, I barely got to interact with the wider team beyond my direct supervisor. On top of that, I sat through hours of generic training videos that had nothing to do with my actual role.",Negative,Team Environment,3,Finance,1,Maybe
INT0762,"If I'm being honest, nobody really discussed growth opportunities or what a future role here might look like. Also, there was almost no mentorship structure, so I often felt left to guess what was expected. I wanted to share this feedback for future improvement.",Negative,Career Development,4,Software Development,1,No
INT0763,There was noticeable tension between some team members that made meetings uncomfortable.,Negative,Team Environment,1,Web Development,1,Maybe
INT0764,"Throughout the program, career advice came up occasionally in conversations but wasn't a structured part of the program. Also, the workload fluctuated a lot, some weeks were packed and others were almost too quiet. Others might have had a different experience though.",Neutral,Career Development,3,Machine Learning,2,No
INT0765,"Looking back, career advice came up occasionally in conversations but wasn't a structured part of the program. I wanted to share this feedback for future improvement.",Neutral,Career Development,3,Marketing,4,Maybe
INT0766,"Honestly, overall this internship fell short of what I was expecting when I accepted the offer. Others might have had a different experience though.",Negative,Overall Experience,6,Human Resources,1,No
INT0767,"From my perspective, I picked up some practical skills, though the internship leaned more toward repetition than discovery. Also, career advice came up occasionally in conversations but wasn't a structured part of the program.",Neutral,Learning,6,Finance,3,Maybe
INT0768,"Looking back, my manager took the time to explain the reasoning behind decisions rather than just handing out tasks. That said, everyone's experience can vary.",Positive,Mentorship,4,Software Development,4,Maybe
INT0769,I'd call this internship a genuinely valuable experience that shaped how I think about work. That's just my honest take.,Positive,Overall Experience,3,Business Development,5,Yes
INT0770,"If I'm being honest, I left without much clarity on what skills I should focus on for my career and nobody really discussed growth opportunities or what a future role here might look like. Hopefully this helps improve the program.",Negative,Career Development,3,Data Science,3,No
INT0771,"By the end of the internship, there was almost no formal training, I was expected to already know things I'd never used. That's just my honest take.",Negative,Training,6,Marketing,2,No
INT0772,"All things considered, instructions for tasks were often vague, so I ended up redoing work more than once. Also, there was almost no mentorship structure, so I often felt left to guess what was expected. That said, everyone's experience can vary.",Negative,Communication,5,Data Science,2,No
INT0773,"All things considered, I mostly had to figure things out on my own since nobody had time to explain anything and there was almost no mentorship structure, so I often felt left to guess what was expected. On top of that, the office felt disorganized, with unclear seating and outdated equipment for interns.",Negative,Mentorship,4,Marketing,3,No
INT0774,"So far, there was noticeable tension between some team members that made meetings uncomfortable. That's just my honest take.",Negative,Team Environment,6,Web Development,1,No
INT0775,"Throughout the program, I often felt like an outsider since most conversations happened without including interns and the team felt fragmented, with different people rarely talking to each other.",Negative,Team Environment,2,Human Resources,2,No
INT0776,"By the end of the internship, it was a fairly average internship, neither a highlight nor a disappointment. On top of that, coworkers were nice enough, though most interactions stayed strictly work related.",Neutral,Overall Experience,5,Marketing,2,Maybe
INT0777,"Throughout the program, I expected to pick up new technical skills, but the tasks never really required them.",Negative,Learning,1,Machine Learning,2,No
INT0778,"Throughout the program, the team culture was relaxed but still focused, which made coming to work genuinely enjoyable. I felt comfortable asking silly questions because nobody made me feel judged for it. Also, the training covered the basics adequately, though it felt a bit generic.",Positive,Team Environment,5,Machine Learning,3,Yes
INT0779,"Honestly, the team communicated fine for day-to-day tasks but bigger updates sometimes came late. Communication was decent overall, though sometimes emails took a day or two to get answered. Just my two cents.",Neutral,Communication,3,Machine Learning,3,No
INT0780,"By the end of the internship, the workload picked up so much toward the end that I had to work late several nights. That's just my honest take.",Negative,Workload,6,Artificial Intelligence,1,No
INT0781,"Looking back, I was assigned a mentor but our interactions were mostly limited to quick status updates and my mentor was available when needed but we didn't have a very structured relationship. Additionally, I picked up some practical skills, though the internship leaned more toward repetition than discovery.",Neutral,Mentorship,3,Software Development,3,Maybe
INT0782,I rarely got any real feedback from my supervisor beyond a quick 'looks good'.,Negative,Mentorship,6,Marketing,1,Maybe
INT0783,"Overall, there was no real effort to help interns think about next steps or career planning. Also, I came in hoping to learn a specific tool, but never actually got the chance to use it. Others might have had a different experience though.",Negative,Career Development,3,Finance,3,No
INT0784,"Overall, I was assigned a mentor but our interactions were mostly limited to quick status updates.",Neutral,Mentorship,5,Artificial Intelligence,3,Maybe
INT0785,"I walked away with a much better understanding of how production systems actually work. On top of that, the workload fluctuated a lot, some weeks were packed and others were almost too quiet.",Positive,Learning,3,Web Development,4,Maybe
INT0786,"All things considered, the training was standard, nothing outstanding but nothing missing either. Onboarding was okay, some sessions were useful and others felt like they could've been an email. I wanted to share this feedback for future improvement.",Neutral,Training,4,Software Development,3,Yes
INT0787,"So far, the workload was manageable, which let me actually focus on doing good work instead of rushing.",Positive,Workload,2,Finance,4,Yes
INT0788,"By the end of the internship, it was a fairly average internship, neither a highlight nor a disappointment and my overall take is mixed, there were things I liked and things that could be better. I wanted to share this feedback for future improvement.",Neutral,Overall Experience,3,Human Resources,4,No
INT0789,"To be fair, this internship gave me a much clearer picture of what career path I actually want to pursue. That said, everyone's experience can vary.",Positive,Career Development,4,Web Development,5,Maybe
INT0790,"If I'm being honest, nothing stood out about the environment, it was just a typical corporate setup. On top of that, there were learning opportunities here and there, but nothing that felt especially deep.",Neutral,Work Environment,1,Software Development,3,Maybe
INT0791,"For the most part, the onboarding was so rushed that I still had questions about basic tools weeks later. That said, my assigned mentor was too busy with their own work to actually guide me.",Negative,Training,5,Data Science,1,No
INT0792,"The office had a comfortable, low-pressure atmosphere that made it easy to concentrate. That said, everyone's experience can vary.",Positive,Work Environment,6,Marketing,5,Yes
INT0793,"Overall, the training materials were well organized and easy to follow even for a beginner. That said, I liked that the company trusted interns enough to work flexible hours when needed.",Positive,Training,4,Machine Learning,5,Yes
INT0794,"By the end of the internship, most of my days were spent on repetitive data entry that didn't require much thought. The work I did often felt like busywork rather than anything that mattered to the team. On top of that, I mostly had to figure things out on my own since nobody had time to explain anything.",Negative,Tasks,5,Artificial Intelligence,1,Yes
INT0795,"To be fair, there wasn't a dedicated career development component, but I picked up a few useful tips along the way. Others might have had a different experience though.",Neutral,Career Development,3,Marketing,2,Maybe
INT0796,"If I'm being honest, there was no real effort to help interns think about next steps or career planning and I left without much clarity on what skills I should focus on for my career. Also, resources like laptops and software licenses took weeks to sort out, which was frustrating. That said, everyone's experience can vary.",Negative,Career Development,2,Artificial Intelligence,2,Maybe
INT0797,"I sat through hours of generic training videos that had nothing to do with my actual role and the onboarding was so rushed that I still had questions about basic tools weeks later. Meanwhile, the work I did often felt like busywork rather than anything that mattered to the team.",Negative,Training,1,Data Science,1,Maybe
INT0798,"Overall, there were busy weeks, but overall the workload felt fair given my experience level. That said, I learned to use version control properly for the first time, and it's already paying off.",Positive,Workload,3,Machine Learning,5,Maybe
INT0799,"To be fair, I felt comfortable asking silly questions because nobody made me feel judged for it. The team culture was relaxed but still focused, which made coming to work genuinely enjoyable. That said, it was a fairly average internship, neither a highlight nor a disappointment. Others might have had a different experience though.",Positive,Team Environment,4,Software Development,3,Yes
INT0800,"In my experience, getting a straight answer to a simple question could take days, which slowed everything down.",Negative,Communication,6,Data Science,1,No
INT0801,"By the end of the internship, some days had engaging projects, others were mostly just formatting spreadsheets.",Neutral,Tasks,4,Data Science,3,No
INT0802,"Honestly, I liked that the company trusted interns enough to work flexible hours when needed and the overall environment felt professional but not stiff, which suited me well. Hopefully this helps improve the program.",Positive,Work Environment,2,Software Development,5,Yes
INT0803,"During my time here, career advice came up occasionally in conversations but wasn't a structured part of the program and I got a general sense of the industry, though not much specific career guidance.",Neutral,Career Development,2,Web Development,4,Maybe
INT0804,"Overall, the team communicated fine for day-to-day tasks but bigger updates sometimes came late.",Neutral,Communication,1,Finance,2,Yes
INT0805,"Honestly, I liked that the company trusted interns enough to work flexible hours when needed. On top of that, it was a fairly average internship, neither a highlight nor a disappointment. I wanted to share this feedback for future improvement.",Positive,Work Environment,5,Marketing,5,Yes
INT0806,"So far, I was often given more tasks than I could realistically finish within normal hours. On top of that, I left without much clarity on what skills I should focus on for my career.",Negative,Workload,4,Machine Learning,2,No
INT0807,"In my experience, the exposure to real industry work will definitely help me stand out when I apply for jobs and this internship gave me a much clearer picture of what career path I actually want to pursue.",Positive,Career Development,1,Artificial Intelligence,5,Yes
INT0808,"To be fair, I liked that the company trusted interns enough to work flexible hours when needed. On top of that, everyone on the team was friendly and made me feel included from the very first day. Just my two cents.",Positive,Work Environment,2,Machine Learning,5,Yes
INT0809,"All things considered, the pace was reasonable and left room for me to ask questions without falling behind. There were busy weeks, but overall the workload felt fair given my experience level. Meanwhile, getting to see how decisions are made in real projects taught me more than any lecture. That's just my honest take.",Positive,Workload,6,Software Development,4,Yes
INT0810,"Honestly, I expected to pick up new technical skills, but the tasks never really required them.",Negative,Learning,6,Finance,1,Yes
INT0811,"I never felt overwhelmed, and when things did get busy, my manager adjusted deadlines accordingly. That said, everyone's experience can vary.",Positive,Workload,3,Finance,5,Yes
INT0812,"Looking back, most of my days were spent on repetitive data entry that didn't require much thought. On top of that, I mostly had to figure things out on my own since nobody had time to explain anything.",Negative,Tasks,1,Data Science,1,No
INT0813,"To be fair, nobody really discussed growth opportunities or what a future role here might look like. Just my two cents.",Negative,Career Development,3,Human Resources,2,No
INT0814,"All things considered, the pace was reasonable and left room for me to ask questions without falling behind and there were busy weeks, but overall the workload felt fair given my experience level.",Positive,Workload,5,Artificial Intelligence,4,Yes
INT0815,"In my experience, I was rarely given tasks that felt connected to any bigger project or goal. The work I did often felt like busywork rather than anything that mattered to the team. That said, everyone's experience can vary.",Negative,Tasks,4,Human Resources,1,Maybe
INT0816,"From my perspective, the team felt fragmented, with different people rarely talking to each other and I often felt like an outsider since most conversations happened without including interns. Hopefully this helps improve the program.",Negative,Team Environment,6,Human Resources,3,No
INT0817,"Throughout the program, coworkers were nice enough, though most interactions stayed strictly work related. Also, my overall take is mixed, there were things I liked and things that could be better. Just my two cents.",Neutral,Team Environment,5,Human Resources,3,No
INT0818,"So far, there was no real effort to help interns think about next steps or career planning. I left without much clarity on what skills I should focus on for my career. That said, everyone's experience can vary.",Negative,Career Development,2,Web Development,2,Maybe
INT0819,"All things considered, I felt constantly behind because new tasks kept piling up before I finished the last ones. Also, the onboarding was so rushed that I still had questions about basic tools weeks later. That's just my honest take.",Negative,Workload,1,Marketing,1,No
INT0820,"So far, my assigned mentor was too busy with their own work to actually guide me. Hopefully this helps improve the program.",Negative,Mentorship,6,Business Development,1,Maybe
INT0821,The workload picked up so much toward the end that I had to work late several nights. That's just my honest take.,Negative,Workload,2,Artificial Intelligence,2,No
INT0822,"Overall, coworkers were nice enough, though most interactions stayed strictly work related. That's just my honest take.",Neutral,Team Environment,3,Web Development,2,Maybe
INT0823,"To be fair, there was almost no formal training, I was expected to already know things I'd never used and the training materials were outdated and didn't match the tools we actually used day to day.",Negative,Training,2,Web Development,1,Maybe
INT0824,"Throughout the program, I got genuinely useful advice on my resume and how to prepare for future interviews and the exposure to real industry work will definitely help me stand out when I apply for jobs.",Positive,Career Development,4,Human Resources,5,Yes
INT0825,"Throughout the program, the training materials were outdated and didn't match the tools we actually used day to day. I wanted to share this feedback for future improvement.",Negative,Training,4,Artificial Intelligence,3,Yes
INT0826,"So far, the team was polite but mostly kept to themselves, so bonding took a while.",Neutral,Team Environment,5,Business Development,3,Maybe
INT0827,"By the end of the internship, overall this internship fell short of what I was expecting when I accepted the offer.",Negative,Overall Experience,4,Artificial Intelligence,2,No
INT0828,"Overall, the office had a comfortable, low-pressure atmosphere that made it easy to concentrate. Additionally, the workload was manageable, which let me actually focus on doing good work instead of rushing. That's just my honest take.",Positive,Work Environment,5,Finance,5,Maybe
INT0829,"I never had to chase people for information, everything was communicated clearly upfront. Feedback on my work came promptly and was specific enough to actually act on.",Positive,Communication,5,Finance,4,Maybe
INT0830,"I expected to pick up new technical skills, but the tasks never really required them. Just my two cents.",Negative,Learning,5,Software Development,1,Yes
